Категория; Имя продукта; Код продукта; Цена, бел.руб 
Вентиляторы TITAN; TITAN <TTC-CSC11/E> Cooler for VGA (24дБ. 5000об/мин. Al); 14745/1005; 27614.9; 
Вентиляторы TITAN; TITAN DC FAN <TFD-8025GT12Z> for m/tower (3пин. 80x80x25mm. 15.1дБ. 1400об/мин); 66267/1005; 60969.3; 
Материнские платы ASUS; ASUS KGPE-D16 ASMB4-IKVM (RTL) Dual Socket G34<SR5690>4PCI-E+SVGA+2xGbLAN+1394 SATA E-ATX 16DDR-III; 110763/1005; 4875045.0; 
Вентиляторы Thermalright; Thermalright TY-150 (4пин. 170x153x26.5mm. 17-21 дБ. 500-1100 об/мин. для Silver Arrow/Archon/HR-02); 132212/1005; 132160.8; 
Материнские платы ASUS; ASUS Z8PE-D12X ASMB4-IKVM (RTL) Dual LGA1366 <i5520> PCI-E+PCI-X. SVGA+2xGbLAN SATA RAID E-ATX 12DDR-III; 120123/1005; 4892880.0; 
Материнские платы ASUS; ASUS P8B-C/4L (RTL) LGA1155 <C202> PCI-E+SVGA+4xGbLAN SATA RAID ATX 4DDR-III; 118124/1005; 2285107.2; 
Материнские платы ASUS; ASUS P8B-E/4L (RTL) LGA1155 <C204> 2xPCI-E+SVGA+4xGbLAN SATA RAID ATX 4DDR-III; 116024/1005; 2294024.7; 
Вентиляторы SCYTHE; Scythe <SY501012M> Mini-Kaze (50x50x10mm. 26дБ. 4500об/мин); 97291/1005; 63210.9; 
Вентиляторы SCYTHE; Scythe <KQ01-BK-3.5> Kaze Q (Black. 3.5"панель. 4-ch FanSpeed Controller) 4460; 98415/1005; 164259.5; 
Материнские платы ASUS; ASUS P8B-M (RTL) LGA1155 <C204> PCI-E+SVGA+2xGbLAN SATA RAID MicroATX 4DDR-III; 117204/1005; 1980555.0; 
Материнские платы ASUS; ASUS P7F-M WS (RTL) LGA1156 <i3420> PCI-E+2xGbLAN SATA RAID MicroATX 4DDR-III; 91923/1005; 1613032.2; 
Вентиляторы SCYTHE; Scythe <SP1225FDB12H> Kama Flow2 (3пин. 120x120x25mm. 33.8дБ.1900об/мин) 5726; 102840/1005; 112614.5; 
Ноутбуки ASUS; ASUS X55A <90NBHA1-38W2A2-46043AV/U> Cel B820/2/500/DVD-RW/WiFi/DOS/15.6"/2.48 кг; 143541/1005; 3109597.5; 
Материнские платы ASUS; ASUS P9X79 (RTL) LGA2011 <X79> 3xPCI-E+GbLAN+1394 SATA RAID ATX8DDR-III; 127350/1005; 2141887.8; 
Вентиляторы Prolimatech; Prolimatech PK-1 Термопаста. 1гр.; 131965/1005; 17662.7; 
Материнские платы ASUS; ASUS P8Z68-V PRO/GEN3 (RTL) LGA1155 <Z68> 3xPCI-E+Dsub+DVI+HDMI+GbLAN+BT SATA RAID ATX 4DDR-III; 126800/1005; 1765447.5; 
Материнские платы ASUS; ASUS P8Z68-V/GEN3 (RTL) LGA1155 <Z68> 3xPCI-E+Dsub+DVI+HDMI+GbLAN+BT SATA RAID ATX 4DDR-III; 126801/1005; 1514670.0; 
Материнские платы ASUS; ASUS P8H67-M EVO rev3.0(RTL) LGA1155 <H67> 2xPCI-E+Dsub+DVI+HDMI+DP+GbLAN+1394 SATA RAID MicroATX 4DDR-III; 115222/1005; 1093372.5; 
Вентиляторы Prolimatech; Prolimatech Vortex Fan Aluminum Series (3пин. Red LED.140x140x25mm. 15-28дБ. 900-1600 об/мин. Al); 131975/1005; 323050.1; 
Материнские платы ASUS; ASUS P8H61 Pro rev3.0 (RTL) LGA1155 <H61> PCI-E GbLAN SATA ATX 2DDR-III; 115667/1005; 940957.2; 
Материнские платы ASUS; ASUS P8H61-V rev3.0 (RTL) LGA1155 <H61> PCI-E+Dsub+DVI+HDMI GbLAN SATA ATX 2DDR-III; 119911/1005; 851511.6; 
Материнские платы ASUS; ASUS P8H61-M LX rev3.0 (RTL) LGA1155 <H61> PCI-E+Dsub GbLAN SATA MicroATX 2DDR-III; 121475/1005; 483991.4; 
Вентиляторы Prolimatech; Prolimatech Blue Vortex 12 LED (3пин. Blue LED. 120x120x25mm. 29.1дБ. 1200-1600 об/мин); 131978/1005; 109386.8; 
Материнские платы ASUS; ASUS P8H61-M LX/C/SI rev3.0 (OEM) LGA1155 <H61> PCI-E+Dsub GbLAN SATA MicroATX 2DDR-III; 125734/1005; 483991.4; 
Вентиляторы Prolimatech; Prolimatech Red Vortex 14 LED (3пин. Red LED. 140x140x25mm. 18.1дБ. 1000 об/мин); 131981/1005; 119967.8; 
Материнские платы ASUS; ASUS Maximus IV GENE-Z/GEN3 (RTL) LGA1155 <Z68> 2xPCI-E+HDMI GbLAN SATA RAID MicroATX 4DDR-III; 127669/1005; 1317397.5; 
Вентиляторы Prolimatech; Prolimatech Megahalems Rev.C Cooler (775/1155/1366/2011/AM2/AM3/FM1. Cu+Al+тепл.трубки); 131968/1005; 555603.8; 
Материнские платы ASUS; ASUS P5G41T-M LX2/GB/LPT (OEM) LGA775 <G41> PCI-E+SVGA+GbLAN SATA MicroATX 2DDR-III; 116548/1005; 512055.0; 
Материнские платы ASUS; ASUS F1A55-M LX (RTL) SocketFM1 <AMD A55> 2xPCI-E+Dsub+GbLAN SATA RAID MicroATX 2DDR-III; 127351/1005; 528850.4; 
Материнские платы ASUS; ASUS F1A55-M LE (RTL) SocketFM1 <AMD A55>2xPCI-E+Dsub+DVI+GbLAN SATA RAID MicroATX 2DDR-III; 124350/1005; 582627.7; 
Вентиляторы Nexus; Nexus <TMP-1000> Термопаста. 1гр.; 123872/1005; 30484.6; 
Вентиляторы Nexus; Nexus <WG-92> Wire Grill (решетка для вентиляторов 92x92mm. сталь); 123871/1005; 30842.1; 
Материнские платы ASUS; ASUS M5A78L-M LX V2 (RTL) SocketAM3+ <AMD 760G> PCI-E+SVGA+GbLAN SATA RAID MicroATX 2DDR-III; 128524/1005; 489281.0; 
Материнские платы ASUS; ASUS M5A78L-USB3 (RTL) SocketAM3+ <AMD 760G>PCI-E GbLAN SATA RAID ATX 4DDR-III; 120011/1005; 735040.4; 
Материнские платы ASUS; ASUS M5A78L-M LE (RTL) SocketAM3+ <AMD 780L>PCI-E+SVGA+DVI GbLAN SATA RAID MicroATX 2DDR-III; 120069/1005; 511015.4; 
Материнские платы ASUS; ASUS M5A78L (RTL) SocketAM3+ <AMD 760G>PCI-E+GbLAN SATA RAID ATX 4DDR-III; 117680/1005; 654240.0; 
Материнские платы ASUS; ASUS M5A78L LE (RTL) SocketAM3+ <AMD 760G>PCI-E+GbLAN SATA RAID ATX 4DDR-III; 117679/1005; 600462.7; 
Вентиляторы Nexus; Nexus <SA-92> Silicon Fan Absorbers (Силиконовая антивибрационная прокладка для вентиляторов 92x92mm); 123866/1005; 33083.8; 
Материнские платы Biostar; BioStar G41D3C (OEM) LGA775<G41> PCI-E+SVGA +LAN SATA MicroATX 2DDR-III; 132625/1005; 438620.9; 
Материнские платы Biostar; BioStar NF520D3 (RTL) SocketAM3 <nForce520> PCI-E+GbLAN SATA RAID ATX 4DDR-III; 98897/1005; 508827.3; 
Материнские платы Elitegroup; EliteGroup G41T-M7 rev1.0 (RTL) LGA775 <G41> PCI-E+SVGA+LAN SATA MicroATX 2DDR-III; 119387/1005; 463279.4; 
Материнские платы GigaByte; GigaByte GA-Z68XP-UD3 rev1.3 (RTL) LGA1155 <Z68> 2xPCI-E+HDMI+GbLAN+1394 SATA RAID ATX 4DDR-III; 130017/1005; 1209839.4; 
Материнские платы GigaByte; GigaByte GA-Z68P-DS3 rev2.0/1 (RTL) LGA1155<Z68> 2xPCI-E+HDMI+GbLAN SATA RAID ATX 4DDR-III; 132424/1005; 761792.9; 
Вентиляторы Nexus; Nexus <SA-120> Silicon Fan Absorbers (Силиконовая антивибрационная прокладка для вентиляторов 120x120mm); 123864/1005; 37209.6; 
Материнские платы GigaByte; GigaByte GA-Z68AP-D3 rev2.0 (RTL) LGA1155<Z68> 2xPCI-E+HDMI+GbLAN SATA RAID ATX 4DDR-III; 131328/1005; 833405.2; 
Материнские платы GigaByte; GigaByte GA-H61M-DS2V rev2.0/1 (RTL) LGA1155 <H61>PCI-E+Dsub+DVI+GbLAN SATA MicroATX 2DDR-III; 133121/1005; 466155.6; 
Материнские платы GigaByte; GigaByte GA-H67MA-USB3-B3 rev1.0 (RTL) LGA1155 <H67> 2xPCI-E+Dsub+DVI+HDMI GbLAN SATA RAID MicroATX 4DDR-III; 116769/1005; 690180.6; 
Материнские платы GigaByte; GigaByte GA-H61N-USB3 rev1.0 (RTL) LGA1155 <H61> PCI-E+Dsub+DVI+HDMI+GbLAN SATA Mini-ITX 2DDR-III; 123008/1005; 690180.6; 
Материнские платы GigaByte; GigaByte GA-P67A-D3-B3 rev2.0 (RTL) LGA1155 <P67> 2xPCI-E+GbLAN SATA RAID ATX 4DDR-III; 132262/1005; 788816.8; 
Вентиляторы Nexus; Nexus FF-80 Противопылевой фильтр для вентиляторов 80 mm; 123857/1005; 33083.8; 
Вентиляторы Nexus; Nexus <MTK-6000> Mounting Kit (комплект антивибрационного крепежа для вентиляторов и HDD + ножки для корпуса); 123862/1005; 154935.7; 
Материнские платы GigaByte; GigaByte GA-Q67M-D2H-B3 rev1.0 (RTL) LGA1155 <Q67> 2xPCI-E+Dsub+DVI+HDMI+DP+GbLAN SATA RAID MicroATX 4DDR-III; 117590/1005; 976896.9; 
Материнские платы GigaByte; GigaByte GA-A75-UD4H rev1.0 (RTL) SocketFM1 <AMD A75>2xPCI-E+Dsub+DVI+HDMI+DP+1394+GbLAN SATA RAID ATX 4DDR-III; 119660/1005; 761792.9; 
Вентиляторы Nexus; Nexus BEAMAIR 120мм выпрямитель воздушного потока для вентиляторов 120 mm; 123851/1005; 63210.9; 
Материнские платы GigaByte; GigaByte GA-A75-D3H rev1.0 (RTL) SocketFM1<AMD A75>2xPCI-E+Dsub+DVI+HDMI+GbLAN SATA RAID ATX 4DDR-III; 120071/1005; 752875.4; 
Материнские платы GigaByte; GigaByte GA-990XA-UD3 rev1.0/1.1(RTL) SocketAM3+ <AMD 990X> 3xPCI-E+GbLAN+1394 SATA RAID ATX 4DDR-III; 119452/1005; 940957.2; 
Web-камеры CBR; CBR WebCam <CW 800M> (1280x1024. USB2.0. микрофон); 118064/1005; 161119.7; 
Материнские платы GigaByte; GigaByte GA-970A-D3 rev1.0/1.1 (RTL) SocketAM3+ <AMD 970> 2xPCI-E+GbLAN SATA RAID ATX 4DDR-III; 120746/1005; 743957.9; 
Материнские платы GigaByte; GigaByte GA-780T-D3L rev3.1 (RTL) SocketAM3+ <AMD 760G>PCI-E+GbLAN SATA RAID ATX 2DDR-III; 132298/1005; 501826.4; 
Материнские платы INTEL; INTEL S5520SCR (RTL) Dual LGA1366<i5520>2xPCI-E+2xGbLAN+1394 SATA RAID E-ATX 12DDR-III; 98911/1005; 4122164.4; 
Вентиляторы Exegate; ExeGate <12025M12B/Blue LED> for m/tower (3пин. 120x120x25mm.20дБ.1600об/мин); 89373/1005; 47519.3; 
Материнские платы INTEL; INTEL S5520HCR (RTL) Dual LGA1366<i5520>SVGA+PCI-E+2xGbLAN SATA RAID E-ATX 12DDR-III; 96858/1005; 3817612.2; 
Материнские платы INTEL; INTEL S5500HCVR (RTL) Dual LGA1366<i5500>PCI-E+SVGA+2xGbLAN SATA RAID E-ATX 9DDR-III; 96857/1005; 3423336.9; 
Материнские платы INTEL; INTEL S5500BCR (RTL) Dual LGA1366<i5500>SVGA+2xGbLAN SATA RAID ATX 8DDR-III; 96856/1005; 3082845.0; 
Материнские платы INTEL; INTEL S3420GPLX (RTL) LGA1156 <i3420> PCI-E+SVGA+2xGbLAN SATA ATX 6DDR-III; 89359/1005; 2491297.2; 
Материнские платы INTEL; INTEL S3420GPV (RTL) LGA1156 <i3420> PCI-E+SVGA+2xGbLAN SATA ATX 4DDR-III; 94780/1005; 1675724.4; 
Материнские платы INTEL; INTEL DZ68DB (OEM) LGA1155 <Z68> PCI-E+DVI+DP+HDMI+GbLAN+1394 SATA RAID ATX 4DDR-III; 119899/1005; 1111207.5; 
Материнские платы INTEL; INTEL DP67BAB3 (OEM) LGA1155 <P67> PCI-E+GbLAN+1394 SATA RAID ATX 4DDR-III; 118482/1005; 923122.2; 
Материнские платы INTEL; INTEL DH67GDB3 (OEM) LGA1155 <H67> PCI-E DVI+HDMI+DP+GbLAN+1394SATA RAID MicroATX 4DDR-III; 116592/1005; 914204.7; 
Вентиляторы Exegate; ExeGate <12025M12B/UV Blue> for m/tower (3пин. 120x120x25mm. 20дБ.1600об/мин); 89377/1005; 50746.6; 
Материнские платы INTEL; INTEL DH61WWB3 (OEM) LGA1155 <H61> PCI-E Dsub+GbLAN SATA MicroATX 2DDR-III; 117198/1005; 600462.7; 
Материнские платы MSI; MSI Z68A-G43-G3 (RTL) LGA1155 <Z68> 2xPCI-E+Dsub+DVI+GbLAN SATARAID ATX 4DDR-III; 125217/1005; 932039.7; 
Вентиляторы Exegate; ExeGate <9225M12B/Blue LED> for m/tower (3пин. 92x92x25mm. 24дБ. 2000об/мин); 89391/1005; 38195.2; 
Вентиляторы Exegate; ExeGate <8025M12B/Yellow LED> for m/tower (3пин. 80x80x25mm. 26дБ. 2200об/мин); 89384/1005; 37209.6; 
Материнские платы MSI; MSI Z68S-G43-G3 (RTL) LGA1155 <Z68> 2xPCI-E+Dsub+DVI+GbLAN SATARAID ATX 4DDR-III; 126569/1005; 824487.7; 
Вентиляторы Exegate; ExeGate <9225M12B/Green LED> for m/tower (3пин. 92x92x25mm. 24дБ. 2000об/мин); 89392/1005; 38195.2; 
Материнские платы MSI; MSI 7681 P67A-GD53-B3 (RTL) LGA1155 <P67> 2xPCI-E+GbLAN SATA RAID ATX 4DDR-III; 115675/1005; 1102290.0; 
Материнские платы MSI; MSI 7732 PH61-P33-B3 (RTL) LGA1155 <H61> PCI-E+Dsub+GbLAN SATA ATX 2DDR-III; 119155/1005; 600462.7; 
Вентиляторы Exegate; ExeGate <9225M12B/UV Green> for m/tower (3пин. 92x92x25mm. 24дБ. 2000об/мин); 89396/1005; 40436.8; 
Материнские платы MSI; MSI 7695 A75A-G35 (RTL) SocketFM1 <AMD A75>2xPCI-E+Dsub+DVI+HDMI+GbLAN SATA RAID ATX 2DDR-III; 122253/1005; 519932.9; 
Вентиляторы BitFenix; BitFenix <BFF-BLF-14025G-RP> Spectre LED 140mm (3пин. Green LED. 140x140x25mm. 20дБ. 1000 об/мин); 122759/1005; 116827.1; 
Материнские платы MSI; MSI MS-7641 760GM-P23-FX (OEM) SocketAM3+ <AMD 760G>PCI-E+SVGADVI+GbLAN SATA RAID MicroATX 2DDR-III; 127733/1005; 476816.6; 
Материнские платы SuperMicro; SuperMicro X9SCM-F (RTL) LGA1155 <C204>SVGA+2GbLAN+SATA RAID miсroATX 4DDR-III; 121181/1005; 1989472.5; 
Вентиляторы BitFenix; BitFenix <BFF-BLF-14025O-RP> Spectre LED 140mm (3пин. Orange LED. 140x140x25mm. 20дБ. 1000 об/мин); 122763/1005; 116827.1; 
Материнские платы SuperMicro; SuperMicro X8SI6-F (RTL) LGA1156 <i3420> PCI-E+SVGA+2GbLAN SATA/SAS RAID ATX 6DDR-III; 98586/1005; 3029070.3; 
Материнские платы SuperMicro; SuperMicro X8DA3 (RTL)Dual LGA1366 <i5520> 2xPCI-E+2GbLAN+1394 SATA/SAS RAID E-ATX 12DDR-III; 98596/1005; 4677772.5; 
Вентиляторы BitFenix; BitFenix <BFF-BLF-14025B-RP> Spectre LED 140mm (3пин. Blue LED. 140x140x25mm. 20дБ. 1000 об/мин); 122755/1005; 116827.1; 
Вентиляторы BitFenix; BitFenix <BFF-SCF-14025KK-RP> Spectre 140mm Black(3пин. 140x140x25mm. 20дБ. 1000 об/мин); 122751/1005; 92081.9; 
Материнские платы SuperMicro; SuperMicro X8DTH-iF (RTL)Dual LGA1366<i5520>7xPCI-E+SVGA+2GbLAN SATA RAID ATX 12DDR-III; 86998/1005; 5116905.0; 
Вентиляторы Arctic Cooling; Arctic Cooling <PST Cable> Разветвитель питания на 4 PWM вентилятора; 128177/1005; 46533.8; 
Материнские платы SuperMicro; SuperMicro X8DTL-6F (RTL) Dual LGA1366 <i5500>SVGA+2GbL SATA/SAS2 RAID E-ATX 6DDR-III; 98590/1005; 4193782.8; 
Материнские платы SuperMicro; SuperMicro X8DT6-F (RTL)Dual LGA1366<i5520> SVGA+2GbL SATA/SAS2 RAID E-ATX 12DDR-III; 109032/1005; 4982324.7; 
Материнские платы SuperMicro; SuperMicro X8DTN+-F (RTL)Dual LGA1366<i5520>PCI-E+SVGA+2GbL SATA RAID ATX 18DDR-III; 112924/1005; 4408890.3; 
Материнские платы TYAN; TYAN S5510G2NR (RTL) SocketH2 <C202> SVGA+2GbLAN SATA RAID microATX 4DDR-III; 124605/1005; 2043247.2; 
Материнские платы TYAN; TYAN S7025AGM2NR (RTL) Dual LGA1366 <i5520>4xPCI-E+SVGA+2xGbLAN SATA RAID ATX 8DDR-III; 124607/1005; 4158112.8; 
Процессоры  Intel Core; CPU Intel Xeon X5660 2.8 ГГц/6core/12Мб/95 Вт/6.40 ГТ/с LGA1366; 99715/1005; 9839265.0; 
Процессоры  Intel Core; CPU Intel Xeon E5645  2.40 ГГц/6core/12Мб/80 Вт/5.86 ГТ/с LGA1366; 113800/1005; 4453747.5; 
Процессоры  Intel Core; CPU Intel Xeon E3-1220  3.1 ГГц/4core/1+8Мб/80 Вт/5 ГТ/с LGA1155; 117372/1005; 1872996.9; 
Процессоры  Intel Core; CPU Intel Core i7-3960X Extreme    3.3 ГГц/6core/1.5+15Мб/130 Вт/5 ГТ/с LGA2011; 125925/1005; 8665365.3; 
